,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score
5500,8985,8985,15736516,R3PF3EGRYFADO5,B001CK23P2,66259499,hot tools salon hair dryer (model: 1059),4,14,16,N,Y,Very Nice,I like the hair dryer.  It dries very well and the design is very modern and updated.  It is adjustable and it get really hot with and  it has a ionic straightener that helps your hair dry you hair straight.,4/16/2011,0.412724575,0,0.75,0.669149967,2.013310876,0.39275615399999997,0.667521743
5501,8987,8987,41471113,R117LX05NTTAZR,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Exactly what I was looking for,"After having used a wall-mount Sunbeam hairdryer on vacation last summer, I really wanted one for my bathroom.  After researching many available on Amazon and other websites, I chose the Andis model because it offered the nighlight and a place for the cord. I've been using it now for two months.     Since it was going to take up a permanent spot in my outlet, it having a nightlight was dead useful.  I read other reviews saying that the nightlight was way too bright.  My husband and I disagree. We love the amount of light put out by the hairdryer.  It is signficantly brighter than our old nightlight which means you can get up in the middle of the night to use the bathroom and never have to turn on the overhead light.  Isn't that the point of a nightlight?  Maybe the people who dislike the amount of light have it in a master bath and don't close the door to the bathroom and it bothers them when they sleep? My solution would be to shut the bathroom door in that case!    Sorry that this turned into a review of the nightlight feature!  The hairdryer gives you as 1400 or 1600 watt option and I use it on the 1600 because I have massively thick hair.  It dries my hair quickly and is not obnoxiously loud.  I like that it has a cord keeper and keeps everything tidy in my teeny bathroom.  My husband had the hairdryer mounted on the wall in less than 10 minutes and that includes my running up and down the stairs for the right screwdriver.    All in all, an excellent buy and I would purchase it again.",4/15/2011,0.488038369,2,1.0,0.689128097,1.0,0.0,0.743877783
5502,8989,8989,13910247,R2RB3ZBE6Q03L0,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",5,0,0,N,Y,Great Hair Dryer,"My first Jerdon hair dryer lasted 10 years and we used it every day.  I bought another brand, and it lasted less than a year.  I just purchased another Jerdon Hair Dryer and I see why I bought it in the first place.  It is a terrific hair dryer!  I will buy no other.",4/14/2011,0.296590822,0,1.0,0.638343722,1.0,0.0,0.728779588
5503,8991,8991,28502742,R1VTL29B9Y3RIG,B000BBS636,560455235,conair yb075w pro yellowbird 1875-watt professional hair dryer,5,1,1,N,Y,Awesome,I first saw this product at my hairdresser's salon while she was blowing drying my daughter's hair.  This product was wonderful. It made her hair soft and light and dried her hair within minutes.  It also straightens the hair which my daughter loves as her hair is natural.  I also tried it on my relaxed hair and it did the same thing.  Awesome product.,4/13/2011,0.316823452,1,1.0,0.643710735,1.150514998,0.058339145999999995,0.739931154
5504,8995,8995,50868897,R1DC8N0UC5XLTG,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",5,0,0,Y,N,Great travel styler,"My wife with her beautiful long hair always uses a blow dryer after washing it. So this works perfect for the always have with you styler. It works great, looks great and the handle folds up nicely to make it compact. The lint catcher is detachable to easily clean off the lint and it also comes with a bag which helps keep the cord with the unit. Excellent styler and works great on my short hair, too!",4/11/2011,0.430322032,5,1.0,0.67381796,1.0,0.0,0.73932608
5505,8996,8996,50972960,R2XB63YYGFGBH2,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Easy to install,I've only had the product a short time and purchased it to install in my guest bathroom.  I had a guest visiting from England for three weeks and she loved it! She said it was better than most she has encountered in 1st class hotels.  I'm surprised how quiet it is.,4/11/2011,0.186888017,3,1.0,0.609243383,1.0,0.0,0.720128058
5506,8998,8998,27199817,R32WONE94I4MQN,B000V3URNG,843035023,elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer,5,2,2,N,Y,frizzy hair now straight!  :),"I have pretty frizzy hair, I get it chemically straightened, but still, when I blow dry it, it's frizzy & I need to flat iron it.  I was AMAZED by this hair dryer!  I used the comb attachment & after drying my hair it looked like it had already been flat ironed!!!  It was straight & shiny.  I would highly recommend this hair dryer to anyone with curly hair that wants it straight!",4/7/2011,0.361205682,0,1.0,0.655483797,1.318080836,0.123287146,0.754069767
5507,9003,9003,42792316,RMIDFZURJMEWC,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",5,0,0,N,Y,the best hair dryer ever!,"This is a GREAT product. I have long, thick, curly, red hair, and it works wonders. Sometimes I want straight hair, so I'll brush and dry my hair at the same time for the straight hair, and it works great! This hair dryer dries my hair in 10 min flat, sometimes in 5 minutes depending on the day. I also love the cord that goes into the dryer itself. So awesome and convenient!! You must buy this hair dryer, it will change your life! :)",4/1/2011,0.502969699,0,1.0,0.693088859,1.0,0.0,0.745055318
5508,9005,9005,40979456,R3NQNTP1XT26I1,B003837V8A,475989673,t3 featherweight luxe hair dryer,5,0,0,N,Y,Pricey but worth every cent!,"I was skeptical about paying this much for a hair dryer...but a friend of mine highly recommended it..so I gave it a go.  From my frist drying experience I noticed a huge difference in my hair!  It is super quiet...did dry my hair faster, with less force and no tangling!  I love how light it is...and how shiney it made my hair!  I got a load of compliments that first day!  Worth the cash!",3/30/2011,0.344639522,0,1.0,0.65108937,1.0,0.0,0.73256887
5509,9007,9007,18865905,R1D8UKDNO29XNB,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,4,23,24,N,Y,Good investment - after several uses I am pleased with performance,"My hairstylist recommended I buy an ionizer hairdryer because it does not dry out hair as much as others. I invested a couple hours researching on line and reviewing the products here at Amazon. In the end, I selected the Conair Ion Shine because it was 1875 watts, was an ionizer, was priced affordably, and the design seemed good.<br /><br />Now that I have received the item and have had some time to use it, here are my ratings:<br />STORABILITY: 2.5 stars  There is a hanging loop, but  the cord is heavy and awkward. The unit is heavy enough that whatever hook one would hang it from would have to be substantially mounted so it would not pull out of the wall. (Wall mounting is not an option for me). Also, after only two uses, the cord has already begun to twist, which is a negative.<br />VALUE: 4.5 stars  I knew the Amazon price was reasonable, even lower than my local discount stores. After I purchased this item,  I found the same model at BIG LOTS for a dollar more and in different colors.<br />PERFORMANCE:  5 stars  Dries hair quickly without using high heat temps. Unit comes with a few attachments. The diffuser is really large and awkward to store. The unit has a hinged filter that opens easily for cleaning. The removable filter is the standard small piece of material that I have seen in other high-tech fan devices, including the high-end SmartTechnologies Smart Board in my classroom. I'm figuring the filter material is pretty standard. In my previous hair dryer, the fan did not have a removable filter for cleaning; eventually the old fan clogged so horribly (despite my attempts to brush it out)that it slowed down and eventually killed the unit.<br /><br />Other note: If a younger child will be using the unit, she may find the unit feels heavy or hard to hold after a while. I suggest looking for one of the smaller, portable units for tweens.",3/28/2011,0.717346744,0,0.75,0.749955633,2.286104808,0.49849023600000003,0.70886451
5510,9008,9008,18024767,R3PSGPXL62X8UW,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,Y,N,Ultra Hair Drying,The best blow dryer I've ever used. I may have to get another one. My wife and daughter are also using this. Very powerful but quiet motor. Many settings. Comes with a four year warranty. Highly recommended.,3/28/2011,0.089278991,1,1.0,0.583351104,1.0,0.0,0.712430283
5511,9010,9010,15886672,R3HKZL112P1QLJ,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,0,0,N,Y,Still excellent after years of use,"This is an excellent dryer! It is dependable and delivers the temperatures I expect, but the main reason I chose this model is that the classic squirrel-cage blower produces great air flow. I was never satisfied with the wimpy blowers on most of the other styles.     I bought two of these from Amazon a few years ago. Two, because I thought such an inexpensive dryer might not last long very long and buying the pair was a better bargain because the order qualified for free shipping. The second one is still in the box awaiting its turn; the first one hasn't failed yet.    I see several comments here about travel. While this dryer is more compact than many of the bulky styling dryers, it is neither dual voltage (switchable) nor universal voltage (auto-converting), so pack a converter if you carry it overseas.  I use a smaller, folding, dual-voltage model for travel (then find that all the hotels have built-ins anyway).",3/26/2011,0.486074899,0,1.0,0.688607257,1.0,0.0,0.743722937
5512,9012,9012,23612141,R2RX5BFOVS6JLJ,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,Love that hair dryer,"I love that Andis 1600W Dual Voltage Hair Dryer!  It's powerful enough for my short hair, but not too powerful. It's compact so it'll be great for travel.",3/25/2011,0.270548364,0,1.0,0.631435563,1.0,0.0,0.726725793
5513,9013,9013,52938899,R8E7TN4VPAZTN,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",5,0,0,Y,N,"No negatives, gets the kudos","Before my subjective impressions, let's note the specs first:<br /><br />- 1875W AC motor (powerful)<br />- 2 heat/speed settings<br />- cold air button (turns off the heat)<br />- easy to remove air filter<br />- safe ALCI plug - will turn itself off if blow drier is dropped in water<br />- one 'concentrator' accessory included<br />- zippered black nylon travel tote<br />- English/Spanish instructions sheet<br /><br />The makers claim that the motor has a 3x longer life when compared to DC Motor hairdryer models. They also state that the dryer is using 'ionic technology' which 'promotes healthy, shining hair while fighting frizz'.<br /><br />One distinct feature is the 'folding handle'. You can twist it (careful or you can break it) in a way that turns the handle parallel with the body and therefore makes it easier to pack when traveling. It's also easier to store it in a drawer when not traveling.<br /><br />The 4 year warranty is quite good when compared with what you get for similarly priced electronics. First, it's 4 YEARS which is not bad. Second, even if you can't produce a receipt, they promise to honor the warranty based on the unit's manufacture date. You are going to pay for shipping to the service center and include $7 to have the unit shipped back. And, of course, they will not cover any damage that you may inflict.<br /><br />There are no 'negatives' I detected. The INFINITY iPRO gets you all the power you need, the noise level is on par to similar devices and the 4 year warranty indicates that the makers are confident that they are selling you a quality device and it appears to be so. The travel-ready folding handle and the included tote bag are pluses which earn the iPRO its 5 stars.<br /><br />--<br />>> Brush your teeth, it's the law! &lt;&lt;",3/24/2011,0.53508424,5,1.0,0.70160773,1.0,0.0,0.747587978
5514,9014,9014,52736752,R3GHK0CQ49QBP6,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",5,0,3,Y,N,Great travel accessory,"The Infinitipro by Conair is a hair dryer that features an ingenuous design which makes it ideal for home or travel. Just twist the handle to fold down, retract the cord and then pack the unit into the included zip pouch. What a great concept!<br /><br />Without sacrificing any of the features you might expect from a great hair dryer, the compact design makes this product stand out from the competition. Highly recommended!",3/24/2011,0.264002542,6,1.0,0.629699185,1.0,0.0,0.726209568
5515,9015,9015,48164338,R10ESJ5CU9RRL9,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",5,0,2,Y,N,Not Small but cute and effective,I don't understand why the packaging says AC motor and the blurb says DC - however it works great.  It does have a large-ish plug which I assume is a transformer from AC to DC.  I love the color which is more intense than in the picture - think Granny Smith Apple. I thought it would be smaller than it is since it is sort of billed as a travel dryer.  The handle does an easy twist to fold so it fits in the accompanying bag.  I don't mind the size as it is powerful enough to easily dry my longish and very thick hair and most travel dryers are pretty feeble. What more can I ask?  It says it will last longer than most dryers which is great. It only has a few settings - Hi and low plus a cool shot override button - all I ever use anyway.,3/24/2011,0.470057386,7,1.0,0.684358368,1.0,0.0,0.742459743
5516,9017,9017,10801366,R3F2TJSBT6J184,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",5,0,0,N,Y,Wall mount hair dryer,"I've always thought that the wall-mounted hair dryers in hotel rooms were a great idea.  They don't take up space on your bathroom counter, you don't have to wrap the cord around and around your hair dryer (which can eventually lead to internal wire damage), and you don't have to find a separate place to store it.  I never thought of actually owning one in my own home until I visited my sister a few years ago, and she had this one mounted on her guest bathroom wall.  It worked great, and I knew right then that I needed one of these.  I wrote down the model number and went online to buy one as soon as I returned home.  My husband was more than happy to install this (a couple of screws) since it meant no more hair dryers laying on the bathroom sink.  We both liked it so much that he even suggested that I go ahead and buy another one and have it on hand for when the first one wore out.  My granddaughter told me the other day that she needs one of these.  Guess I know what she's getting for Christmas this year.",3/22/2011,-0.143766764,2,1.0,0.521532171,1.0,0.0,0.694051514
5517,9018,9018,34955158,R1H0ZGF0HLBYIJ,B002NGMEPI,932955324,hot tools professional 1061 hard hat 1200 watt salon hair dryer,5,0,0,N,Y,excellent product!!!,"i love being able to just sit under the dryer and read while i deep condition my hair. not too hot, and it covers my entire head. fast shipping and good pricing for hot tools!!",3/21/2011,0.321990287,0,1.0,0.645081316,1.0,0.0,0.730782675
5518,9023,9023,26446568,R2X8IGUINFGIU9,B000LQB5YS,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,5,0,0,N,Y,great hair dryer & quiet!,This hair dryer was recommended by my hair stylist. It would cost $200 at a retail store. She suggested I check on Amazon for a better price. I got the hair dryer for half the retail price. The ionic ceramic tourmaline dryer is less damaging to hair. The best thing is that it's quiet for a blow dryer ... more of a hum than a high pitch whistle of some blow dryers.,3/17/2011,0.439756606,1,1.0,0.676320625,1.0,0.0,0.740070122
5519,9024,9024,44650722,R2S608WO2JE0SK,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,5,0,0,N,Y,Hair Dryer at your finger tips,I am always looking for organizational tips.  When I saw this hair dryer I thought this would be perfect to cover the hole that a non operating  wall phone would leave. It is perfect and no storage problem.  Works well.[[ASIN:B000RZLL38 Oster Professional 76932-710 Wall Mount Hair Dryer]],3/17/2011,0.325918967,0,1.0,0.646123458,1.0,0.0,0.731092504
5520,9026,9026,16460911,R9AOV28QTTEH0,B0018C3V5A,833461643,"turbo power 3200 twin turbo hair dryer, black",5,2,2,N,Y,good purchase great quality,"I use it a lot, i am a stylist and use this with my really curly hair clients and it never disapoint me. great price, great quality, great buy.",3/15/2011,0.25406371,0,1.0,0.627062758,1.318080836,0.123287146,0.745620192
5521,9028,9028,16495318,R2OCHHM72HJUUE,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,8,9,N,Y,Worth it..,"I have been using this product for nearly a month now. From a guy perspective I think this product is really great. I use this product since my hair is quite long and for some personal reason I don't like to dry my hair using my towel. Anyway, the best thing about this hair dryer is that it dries my hair really fast and also produce low noise. Well, if you use the high air mode, the noise is quite loud but much tolerable than other products I have used. Basically I just used the low air mode since the noise is low and it isn't too hot.     Furthermore, when you first use this product, it will have a burning metal smell (like soldering smell). However, after 3-4 times of use the smell will be gone. The smell won't stick on your hair though, so it isn't a big deal. This hair dryer is light which I think is a plus.",3/14/2011,0.05708558,1,1.0,0.574811312,1.8,0.31007751899999997,0.760682101
5522,9030,9030,41626110,R223PA9R3YFP74,B000X1MCW0,815035474,fhi heat platform nano salon pro 2000 powerful tourmaline ceramic hair dryer,5,2,2,N,Y,The Best Hair Dryer at the Lowest Price,"I purchased the FHI Heat Nano Salon Pro 2000 six months ago, and it was love at first blowdry. During high school and college, I owned a series of inexpensive, low quality hair dryers. Yes, after half an hour or more and some expletives, they did dry my hair, but it was always flat and without shine. I blamed my hair, rather than the hair dryers.<br /><br />At the warm heat setting and high fan setting, this FHI hair dryer gives me soft, voluminous waves in less than fifteen minutes. I never knew my hair could look so beautiful and healthy! I blow dry it immediately after every morning shower, and I use [[ASIN:B004461ZL4 Sedu Anti-Frizz Polishing Treatment with Argan Oil, 6.8 oz. bottle]].<br /><br />Oh, and I almost forgot! The first time I turned it on, I thought I had received a defective model like some of the other reviewers. But I had accidentally pressed the blue cold shot button found on the inside of the hair dryer handle.<br /><br />UPDATE (after one year): I still love this hair dryer, and it's working just as well as the day I purchased it.",3/13/2011,0.631222653,0,1.0,0.727109907,1.318080836,0.123287146,0.77536421
5523,9032,9032,49490307,R2VGX8E5QSQMLK,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,16,16,N,Y,Best hair dryer,Bought this model a few years ago and I really like it because the high setting speed is just right for styling your hair...some other dryers I have blow too fast on the high setting.  This model's high setting is a good speed and allows you to dry your hair without it blowing all over the place.  Also it is light and well balanced so holding it while drying is very comfortable.  I recently bought 2 more in case the manufacturer decides to stop production.,3/9/2011,0.482757112,0,1.0,0.687727163,2.158069573,0.448864176,0.816985238
5524,9034,9034,29115082,RBY8ZXZ6TNBRP,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,little is big,"i have limited space in my apartment..every inch counts. that doesn't mean that i don't want the best, and i have it in this teeny tiny dryer. tucks into one of my baskets when not in use, but when in use, works like a charm.",3/9/2011,-0.165600645,1,1.0,0.515740402,1.0,0.0,0.692329621
5525,9036,9036,32879524,R3G6WAS7Q4FP14,B000R858R0,664218299,conair the power of pink ionic hair dryer,5,4,5,N,Y,Cute hairdryer!,"I love this hairdryer, but for some people, they may not be completely ecstatic with the settings of this hairdryer.  WIth this hairdryer, you cannot really control the temperature of the air, only how intense the air flows from the dryer.  The only way to change the temperature of the air is to press the blue button on the hair dryer to make the air cooler.  Other than that side note, I love the color of the hairdryer and how quickly it dries my hair (my hair is long and it takes about 15 minutes to blow dry my hair).",3/7/2011,-0.101451796,0,1.0,0.53275686,1.5187674999999998,0.201072675,0.730324319
5526,9037,9037,37668939,REUYMKDE23TXV,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",5,0,0,N,Y,Nice profile,Was very pleased with this purchase.  The profile is slim and looks well to hang on wall.  It has different speeds with pleases me.  Very happy to have purchased this as a replacement  for one I had for years.  Jerdon 1600W Wall Mount Hair Dryer,3/6/2011,0.337218438,2,1.0,0.649120815,1.0,0.0,0.731983618
5527,9038,9038,21951324,R15MZ3ZEU833OR,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",5,0,0,N,Y,Great for vacation rentals,"The hair dryer is very easy to install.  You first mount a flat metal plate to the wall and then the base unit attaches to that plate.  We bought these for a vacation rental and appreciate the fact that the power cord is attached to the base unit and not the hair dryer itself.  While this may not be convenient or preferred for home use, in a vacation rental it keeps them in one place.",3/5/2011,0.150245834,3,1.0,0.599523487,1.0,0.0,0.717238333
5528,9039,9039,42859721,R3VV5H3GOB3XCA,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Powerful for a travel hair dryer,"Yes, it's almost a full size hair dryer BUT it does fold and the cord retracts.  More importantly it's Powerful ... More than other so called travel hair dryers with the same wattage 1875!  AND the cold shot doesn't slow down to the point of almost being off, like other travel hair dryers!!! Annoying.  But not on this one.  Of course I'd prefer a lighter dryer with the same features but until then this one fits the bill.  I'd rather lug something a little heavy that's going to get me out the door FAST and enjoying my vacation!  At this price, I'll be perfectly happy if it only lasts me thru my upcoming 10 day vacation.  Good price.",3/4/2011,0.424444719,2,1.0,0.672258913,1.0,0.0,0.738862575
5529,9040,9040,14902920,R877SMHKM3ZGV,B001UHMWBM,197856712,andis 1600w quiet hangup hair dryer with night light,5,5,5,N,Y,Value shopper,"Powerful hairdryer.  It doesn't have a cool setting, so if that is a concern check out the other Andis dryers.  LOVE the bright night light, it is a soft white!",3/2/2011,0.21560161,0,1.0,0.616860101,1.648459375,0.251340843,0.763562138
5530,9042,9042,50802613,R3JGHZSY3IDVKE,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,80,85,N,Y,"Nice Dryer for thin, fine-textured hair","I bought this dryer to replace a virtually identical but much older Vidal Sassoon hair dryer (the VS781),which had finally stopped working after probably a decade.  The thing I liked most about the older dryer, and which I like about this one (which is basically the same dryer with a new color and model number), is that it doesn't get excessively hot even on the highest setting, and doesn't blow as hard as most other dryers.      For someone with thick hair this might be a real problem, but I've got very thin, fine, slightly frizzy hair that doesn't benefit from a strong airflow.  Most hair dryers, even on lower speeds, dry sections of my hair so rapidly that I don't have a proper chance to style them with a brush, and the rest of my rather sparse hair gets whipped around as if in a tornado.  That doesn't happen with this Vidal Sassoon model.  The oval-shaped barrel seems to also help concentrate the airflow.      I also like the fact that this dryer has three heat settings and two speed settings which can be selected independently.  With some dryers high speed is paired with high heat whether you want it or not.      The ionic setting on this dryer DOES make a difference and makes my hair a tad smoother - however it also tends to make it more limp.  So as a rule, I use the dryer with the ion setting in the off position except when drying the ends of my shoulder-length hair.  Probably someone with thick, coarse hair wouldn't have this issue.         I've had this dryer for only about 5 weeks, so it's too early to comment on whether it's built to last - I was definitely lucky to get so many years out of my older model.  This model might not be just right for every head of hair, but for mine, it's perfect.  I hope Vidal Sassoon continues making this type of dryer for a long time.",3/2/2011,0.730677455,1,1.0,0.753491807,2.799533443,0.697493583,0.877262563
5531,9043,9043,32592172,R3KUGDQM4OREC4,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,Y,N,Nothing negative to say...,"I gave this dryer to my sister, who raved about it and said it was the best hair dryer she'd ever used. Here is the review she wrote for me:    The Remington Pearl Ceramic hair dryer comes with a full line of useful features...    Among its better aspects, the dryer is attractive, lightweight, and marvellously quiet. It has a cool shot as well as three heat settings which get warm enough to dry hair quickly, without frying it.    The dryer comes with an attached hook from which it can be hung, as well as a diffuser and a concentrator. The result is sleek, straight, or wavy hair -- depending on which attachment you use. I highly recommend this dryer. I can find nothing negative to say about it.    So... there ya go!",3/1/2011,0.72315957,2,1.0,0.751497573,1.0,0.0,0.762420229
5532,9044,9044,51377033,R2QRNRO3PF6T77,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,2,2,N,Y,Great Dryer for a Reasonable Price,"I had first seen/used this hairdryer at a Hampton Inn and was impressed with how well it performed: quiet, powerful, and solid.  Not too heavy, with a grippy handle.  So...I bought one for myself and love it!",3/1/2011,0.301175959,1,1.0,0.639559999,1.318080836,0.123287146,0.749335622
5533,9047,9047,17041407,R30YIBXFFPLVFJ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,LOVE IT!!!,Absolutely LOVE this dryer! I have really thick/coarse hair and have always had to flat iron my hair after drying; but not anymore!!! 15 minutes and I am ready to go!!! No flat iron necessary!!!,2/26/2011,0.091125084,2,1.0,0.583840808,1.0,0.0,0.712575872
5534,9050,9050,29004740,R1BEHKRNXUKYLF,B002C741MM,136395942,Philips Norelco QT4021 Stubble Trimmer,5,0,0,N,Y,Great seller. Great item.,"I had to get a second one because I was taking it to my dad's and bringing it back for my husband. Love these things. If you want a close trim without having to break out the old sharp razor (that usually makes you bleed), this is your trimmer. I use this on my dad's face. He has a very stiff beard.",2/26/2011,-0.062874507,0,1.0,0.542990073,1.0,0.0,0.700430949
5535,9052,9052,32963273,R16I5OX4THTYGU,B000E127KQ,165310865,TIGI BED HEAD AFTER-PARTY BIGGIE 5.07 oz 150 ml,5,0,0,N,Y,"Smells good, works good, looks good","It smells good, is a nice texture (not too thick, not runny), and doesn't weigh down my long, fine hair.  I rub a bit on the split ends on any stray hairs - a great grooming creme.  A little goes a long way.  Cool pink pump container, too.",2/26/2011,0.259930339,0,1.0,0.628618971,1.0,0.0,0.72588842
5536,9053,9053,17215380,R8QF65CHLG8V3,B0009OAHQY,591505715,Claiborne Cologne by Liz Claiborne for men Colognes,5,0,1,N,Y,Claiborne By Liz,Bought this for my brother for Christmas.  He really likes it.  It is now discontinued but he said that Curves is the same fragrance,2/26/2011,0.096212465,0,1.0,0.585190313,1.0,0.0,0.71297708
5537,9055,9055,42797246,R77C7I3QKF80,B001RVGSLQ,938889563,Olay Dual Action Cleanser + Pore Scrub - 5 oz,5,0,0,N,Y,Amazing :),"i been using this face wash for last 3 years now and all i can say is this face wash does wonders, it cleared away all my acne, all my scars that were left by the acne, and made my skin way softer, of course this wasnt only because the face wash, i had to put on facial lotion as well for the acne to really go away but this face wash does what it does and not heavy on your skin compare to many other acne facial wash i tried",2/26/2011,-0.196884828,0,1.0,0.507441796,1.0,0.0,0.689862446
5538,9056,9056,23115885,R18QENGH3O6EM9,B003UAABUG,555721051,Marc Jacobs Lola by Marc Jacobs Gift Set ($120 Value),5,0,0,N,Y,Lola Gift Set by Marc Jacobs,This lovely boxed gift set arrived on time was a gift and was greatly appreciated by the recipient.  The box is actually pretty enough to keep treassured trinkets in or letters or whatever.  The fragrance is very pleasant.  Very Nice,2/26/2011,0.218454592,0,1.0,0.617616898,1.0,0.0,0.722617504
5539,9057,9057,51144979,R3PVOJ8PSY3W1,B000VEJV9Q,901616158,Biolage by Matrix Ultra Hydrating Shampoo 33.8-Ounces,5,2,2,N,Y,Great price!,"This is a great price for this product!  If your hair needs some TLC from the dry, winter air, this is a great shampoo.",2/26/2011,0.265324941,0,1.0,0.630049971,1.318080836,0.123287146,0.746508291
5540,9059,9059,34729827,R2CCC1GJQ4GCO1,B003SYYF6A,153323910,Diane Hourglass Pumice Stone with Tie,5,1,1,N,Y,Pleasantly surprised,"I've never used a pumice stone before so when I purchased this one and used it for the first time. I was pleasantly surprised at how it worked. My tootsies were soft on the bottom like they hadn't been all winter.<br /><br />I'm so glad I purchased this. Plus, the little string allows me to hang it with my loofah.",2/26/2011,0.047331107,0,1.0,0.572223789,1.150514998,0.058339145999999995,0.718678085
5541,9064,9064,16245404,R30NXKLZNC7F9W,B00134P73C,808840479,Herbaceuticals Permanent Spagyric Herbal Based Haircolor Gel,5,7,8,N,Y,best hair color system on earth,"Amazed no one has given thumbs up on this hair color product.  Naturcolor is the best permanent herbal based hair color I've ever used.  After many professional hair color mishaps, I decided to go it on my own, and that was a decade ago, when I found Naturcolor at my local health-market.  I've gotten many compliments on my highlights, and natural color.  It doesn't strip my hair, and doesn't turn it artificially yellow.  Why isn't everyone using Naturcolor?  They should. I use Sesame Blond 9N on the roots, leaving it for about 20 minutes, then I put the left overs just on the top of my hair for another 5 minutes and shampoo, and I am summer blond. You'll save a lot on stylist fees and have a more natural look.   Susan",2/26/2011,0.43144259,0,1.0,0.674115205,1.7421886180000001,0.287670007,0.786534798
5542,9065,9065,44871213,R2VOYLOUEY8M9M,B004CASKMO,856753131,Delon 100% Cotton Rounds - New and Improved Premium Quality Softer Edges - 800 Rounds,5,54,54,N,Y,No shredding!,"If you are like me, the cheap cotton rounds shred when using them leaving annoying pieces of cotton all over your hand and face.  I've always paid more for premium rounds less likely to shred and they are becoming harder to find in the stores in my area.  These don't shred and have the choice of an exfoliating side or soft side.  Search carefully at Amazon.com to find the lowest cost.  I got mine for $19.99 for a box of 8 tubes and free shipping when I added another free shipping product that I also wanted.  I'm happy to store these until I use them given the quality and price I paid.",2/26/2011,0.308563151,0,1.0,0.641519564,2.708719732,0.66229447,0.838207601
5543,9066,9066,38510699,R37I1SZ2SE6EI1,B0012BNVE8,952479349,Men's Rogaine Foam One Month Supply,5,0,2,N,Y,Great!!,The 3 jars are a much better deal and love the foam!! After 4 months hair growing in really good!!!,2/26/2011,0.166184322,0,1.0,0.603751413,1.0,0.0,0.718495295
5544,9068,9068,14571675,R2YUMILPHA8ZXC,B0000AFUT3,387378490,"Jerdon Lighted Makeup Mirror with 5x Magnification, White Finish",5,0,0,N,Y,perfect,I have owned a makeup mirror for many years and this one is better than the other two I have owned.  This is one is more stable no matter what position you have it sitting in.,2/26/2011,0.190165285,0,1.0,0.610112728,1.0,0.0,0.720386514
5545,9071,9071,18704719,R3SY6PUL4TH7PJ,B001CJJ5QS,792394870,"Skinceuticals Ultimate UV Defense Nourishing Broad-spectrum Sunscreen SPF 30, 3-Ounce Tube",5,0,0,N,Y,Superb sunscreen,Have used this sunscreen for several years and know that it is a superb product.  I especially like the fact that it is fragrance free and can be used under makeup easily.,2/26/2011,0.264519433,0,1.0,0.629836298,1.0,0.0,0.726250331
